spider,date_collected,time_collected,treatment1,treatment2,tub,container,date_added,temperature_F,sky,location,noise_location,last_fed,mass_g,mass_mg,sex,adult,molt1,molt2,molt3,molt4,lastmolt,released,died_yn,died,eggs_yn,eggs,eggs_2,longitude,latitude,visible,mapped,web_photo,spider_photo,vibr_sec,web_height_cm,sub_height_cm,place,collection_mass_mg,substrate,Notes,line_date1,silk_date1,line_mass1,silkline_mass1,silk_mass1,tb1date,tb_1,tb2date,tb_2,tb3date,tb_3,tb4date,tb_4,tb5date,tb_5,tb6date,tb_6,tb7date,tb_7,tb8date,tb_8,tb9date,tb_9,tb10date,tb_10,tb11date,tb_11,tb12date,tb_12,prey1date,prey_1,prey2date,prey_2,prey3date,prey_3,prey4date,prey_4,prey5date,prey_5,prey6date,prey_6,prey7date,prey_7,prey8date,prey_8,prey9date,prey_9,prey10date,prey_10,prey11date,prey_11,prey12date,prey_12,line_date_before,silk_date_before,line_mass_before,silkline_mass_before,silk_mass_before,line_date_bs,silk_date_bs,line_mass_bs,silkline_mass_bs,silk_mass_bs,line_date_as,silk_date_as,line_mass_as,silkline_mass_as,silk_mass_as,line_date_original,silk_date_original,line_mass_original,silkline_mass_original,silk_mass_original
AP028,6/25/21,09:31,loud,loud,20,4,7/25/21,73,cloudy,campus,city,9/2/21,0.0805,80.5,M,TRUE,7/5/21,8/12/21,9/5/21,,9/5/21,n,n,,n,,,40.819633,-96.706559,TRUE,TRUE,TRUE,TRUE,1,7,152,outside,40.2,wintercreeper,Stormed most of the day before,9/5/21,9/8/21,14.4,20.44,6.04,9/5/21,1.66,9/8/21,0.31,9/12/21,0.38,9/15/21,1.07,9/19/21,0.91,9/22/21,0.31,9/26/21,1.28,9/29/21,0.56,10/4/21,1.19,10/6/21,10.25,10/10/21,0.85,10/13/21,0.56,9/6/21,0.69,9/9/21,0.78,9/13/21,5.85,9/16/21,0.6,9/20/21,5.19,9/23/21,2.25,9/27/21,8.29,9/30/21,1.35,10/3/21,0.94,10/7/21,2.96,10/11/21,4.47,10/14/21,3.25,9/5/21,9/8/21,14.40,20.44,6.04,9/24/21,9/29/21,15.171,19.796,4.6250,10/15/21,10/20/21,15.137,20.689,5.552,11/10/21,11/14/21,15.574,17.244,1.670
AP029,6/25/21,09:32,silent,silent,22,6,7/25/21,73,cloudy,campus,city,9/2/21,0.099,99,M,TRUE,7/5/21,8/9/21,9/1/21,,9/1/21,n,n,,n,,,40.819633,-96.706559,TRUE,TRUE,TRUE,TRUE,1,6,152,outside,39.2,wintercreeper,Stormed most of the day before,9/5/21,9/8/21,14.82,24.89,10.07,9/5/21,0.43,9/8/21,1.63,9/12/21,3.18,9/15/21,0.35,9/19/21,0.91,9/22/21,4.94,9/26/21,0.47,9/29/21,0.69,10/3/21,1.03,10/6/21,30,10/10/21,4.03,10/13/21,30,9/6/21,0.56,9/9/21,1.18,9/13/21,1.31,9/16/21,1.06,9/20/21,0.71,9/23/21,0.62,9/27/21,10,9/30/21,0.94,10/4/21,0.72,10/7/21,5.32,10/11/21,30,10/14/21,0.75,9/5/21,9/8/21,14.82,24.89,10.07,9/24/21,9/29/21,14.586,19.574,4.9880,10/15/21,10/20/21,14.555,20.006,5.451,11/10/21,11/14/21,14.957,16.805,1.848
AP030,6/25/21,09:36,loud,loud,24,6,7/25/21,73,cloudy,campus,city,9/2/21,0.0946,94.6,F,FALSE,7/31/21,8/31/21,,,8/31/21,n,n,,n,,,40.819633,-96.706559,TRUE,TRUE,TRUE,TRUE,1,7,152,outside,25.5,wintercreeper,Stormed most of the day before,9/5/21,9/8/21,15.09,18.64,3.55,9/5/21,0.69,9/8/21,0.85,9/12/21,0.37,9/15/21,1,9/19/21,0.75,9/22/21,0.47,9/26/21,1.38,9/29/21,0.4,10/3/21,0.41,10/6/21,4.91,10/10/21,0.38,10/13/21,0.66,9/6/21,1.1,9/9/21,29.19,9/13/21,14.28,9/16/21,2.65,9/20/21,8.66,9/23/21,8.78,9/27/21,0.81,9/30/21,0.72,10/4/21,26.97,10/7/21,14.34,10/11/21,7.44,10/14/21,0.75,9/5/21,9/8/21,15.09,18.64,3.55,9/24/21,9/29/21,14.995,23.868,8.8730,10/15/21,10/20/21,14.968,29.325,14.357,11/10/21,11/14/21,15.217,17.297,2.080
AP031,6/25/21,09:43,quiet,loud,25,5,7/25/21,73,cloudy,campus,city,9/2/21,0.1119,111.9,F,FALSE,7/5/21,8/23/21,,,8/23/21,y,n,,n,,,40.819633,-96.706559,TRUE,TRUE,TRUE,TRUE,1,28,152,outside,34,wintercreeper,Stormed most of the day before,9/5/21,9/8/21,14.93,17.19,2.26,9/5/21,2.59,9/8/21,0.75,9/12/21,1.72,9/15/21,0.64,9/19/21,0.78,9/22/21,0.47,9/26/21,0.43,9/29/21,0.44,10/3/21,0.63,10/6/21,0.4,10/10/21,0.91,10/13/21,1.91,9/6/21,7.97,9/9/21,1.9,9/13/21,0.72,9/16/21,1.1,9/20/21,14.9,9/23/21,3.47,9/27/21,1.03,9/30/21,0.62,10/4/21,1.03,10/7/21,4.69,10/11/21,1.13,10/14/21,2.09,9/5/21,9/8/21,14.93,17.19,2.26,9/24/21,9/29/21,14.882,20.213,5.3310,10/15/21,10/20/21,14.938,22.206,7.268,11/10/21,11/14/21,15.134,16.501,1.367
AP032,6/25/21,09:44,loud,loud,2,4,7/25/21,73,cloudy,campus,city,9/2/21,0.0996,99.6,F,FALSE,6/30/21,7/23/21,8/19/21,,8/19/21,n,n,,n,,,40.819633,-96.706559,TRUE,TRUE,TRUE,TRUE,6,5,47,outside,13.1,wintercreeper,Stormed most of the day before,9/4/21,9/7/21,15.96,20.47,4.51,9/4/21,2.69,9/7/21,1.12,9/11/21,0.44,9/14/21,0.47,9/18/21,3.62,9/21/21,4.34,9/25/21,9.63,9/28/21,0.65,10/2/21,2.53,10/5/21,1.03,10/9/21,4.81,10/12/21,13.09,9/5/21,1.88,9/8/21,0.85,9/12/21,0.69,9/15/21,1.15,9/19/21,1.28,9/22/21,6.03,9/26/21,1.81,9/29/21,2.9,10/3/21,9.06,10/6/21,3.28,10/10/21,13.19,10/13/21,30,9/4/21,9/7/21,15.96,20.47,4.51,9/24/21,9/28/21,15.411,20.318,4.9070,10/15/21,10/19/21,15.082,17.378,2.296,11/10/21,11/14/21,15.327,16.359,1.032
AP033,6/27/21,11:29,silent,silent,29,2,7/25/21,76,sunny,campus,city,9/2/21,0.08,80,M,TRUE,7/5/21,8/9/21,8/31/21,,8/31/21,n,n,,n,,,40.821761,-96.706477,TRUE,TRUE,TRUE,TRUE,1,8,82,outside,35.7,china rose,,9/5/21,9/8/21,14.9,17.1,2.2,9/5/21,0.31,9/8/21,1.09,9/12/21,0.88,9/15/21,0.4,9/19/21,19.16,9/22/21,3,9/26/21,30,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/6/21,0.78,9/9/21,0.78,9/13/21,0.6,9/16/21,1.57,9/20/21,0.84,9/23/21,1.9,9/27/21,30,9/30/21,7.19,10/4/21,11.29,10/7/21,30,10/11/21,14.72,10/14/21,5.88,9/5/21,9/8/21,14.90,17.10,2.20,9/24/21,9/29/21,15.068,17.899,2.8310,10/15/21,10/20/21,14.647,16.448,1.801,11/10/21,11/14/21,15.328,17.335,2.007
AP034,6/27/21,12:07,loud,loud,6,4,7/25/21,78,sunny,campus,city,9/2/21,0.1078,107.8,F,FALSE,7/11/21,8/9/21,8/28/21,,8/28/21,n,n,,n,,,40.822071,-96.701475,TRUE,TRUE,TRUE,TRUE,10,3,7,outside,12,grass,,9/4/21,9/7/21,15.66,18.05,2.39,9/4/21,0.81,9/7/21,0.68,9/11/21,0.84,9/14/21,1.15,9/18/21,1.63,9/21/21,1.4,9/25/21,1.69,9/28/21,0.75,10/2/21,1.88,10/5/21,1,10/9/21,5.54,10/12/21,0.63,9/5/21,0.68,9/8/21,0.81,9/12/21,1.44,9/15/21,1.31,9/19/21,7.35,9/22/21,3.1,9/26/21,7.22,9/29/21,5.47,10/3/21,0.66,10/6/21,9.65,10/10/21,3.68,10/13/21,0.91,9/4/21,9/7/21,15.66,18.05,2.39,9/24/21,9/28/21,14.841,22.341,7.5000,10/15/21,10/19/21,15.100,22.664,7.564,11/10/21,11/14/21,15.054,16.852,1.798
AP035,6/27/21,12:27,silent,silent,7,6,7/25/21,79,sunny,campus,city,9/2/21,0.0818,81.8,M,FALSE,7/15/21,8/15/21,8/28/21,,8/28/21,n,n,,n,,,40.820198,-96.701682,TRUE,TRUE,TRUE,TRUE,4,10,13,outside,17.6,wintercreeper,,9/4/21,9/7/21,15.84,19.22,3.38,9/4/21,4.68,9/7/21,0.34,9/11/21,7.88,9/14/21,20.07,9/18/21,30,9/21/21,30,9/25/21,30,9/28/21,10.91,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,1.53,9/8/21,0.82,9/12/21,12.35,9/15/21,5.9,9/19/21,30,9/22/21,30,9/26/21,30,9/29/21,0.78,10/3/21,29.13,10/6/21,3.34,10/10/21,30,10/13/21,30,9/4/21,9/7/21,15.84,19.22,3.38,9/24/21,9/28/21,15.025,17.428,2.4030,10/15/21,10/19/21,15.479,20.447,4.968,11/10/21,11/14/21,15.280,16.525,1.245
AP036,6/27/21,12:35,loud,loud,10,6,7/25/21,79,sunny,campus,city,9/2/21,,,M,FALSE,7/8/21,7/30/21,8/23/21,,8/23/21,n,y,10/9/21,n,,,40.820198,-96.701682,TRUE,TRUE,TRUE,TRUE,1,5,7,outside,9.5,wintercreeper,one palp missing at penultimate molt,9/4/21,9/7/21,15.16,22.66,7.5,9/4/21,30,9/7/21,30,9/11/21,4,9/14/21,30,9/18/21,30,9/21/21,30,9/25/21,30,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,,10/12/21,,9/5/21,0.69,9/8/21,0.91,9/12/21,0.81,9/15/21,30,9/19/21,23.75,9/22/21,4.84,9/26/21,30,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,,10/13/21,,9/4/21,9/7/21,15.16,22.66,7.50,9/24/21,9/28/21,15.128,20.852,5.7240,10/15/21,10/19/21,14.869,16.308,1.439,11/10/21,11/14/21,15.423,16.858,1.435
AP037,6/27/21,12:45,silent,silent,29,7,7/25/21,80,sunny,campus,city,9/2/21,0.0746,74.6,M,FALSE,7/5/21,8/3/21,8/23/21,,8/23/21,n,n,,n,,,40.820198,-96.701682,TRUE,TRUE,TRUE,TRUE,2,19,32,outside,19.6,wintercreeper,,9/5/21,9/8/21,14.89,21.23,6.34,9/5/21,0.97,9/8/21,1.14,9/12/21,30,9/15/21,2.53,9/19/21,30,9/22/21,16.03,9/26/21,30,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/6/21,30,9/9/21,1.5,9/13/21,14.75,9/16/21,30,9/20/21,9.84,9/23/21,1.57,9/27/21,30,9/30/21,7.4,10/4/21,8.03,10/7/21,3.38,10/11/21,1.85,10/14/21,15,9/5/21,9/8/21,14.89,21.23,6.34,9/24/21,9/28/21,15.541,18.870,3.3290,10/15/21,10/20/21,14.936,18.693,3.757,11/10/21,11/14/21,15.505,16.691,1.186
AP038,6/27/21,12:51,loud,loud,13,8,7/25/21,80,sunny,campus,city,9/2/21,0.0759,75.9,M,TRUE,7/5/21,8/9/21,9/1/21,,9/1/21,n,n,,n,,,40.820176,-96.701785,TRUE,TRUE,TRUE,TRUE,2,5,124,outside,14.5,black chokeberry,,9/4/21,9/7/21,15.09,22.9,7.81,9/4/21,0.37,9/7/21,4.59,9/11/21,0.22,9/14/21,4.22,9/18/21,8.91,9/21/21,1.03,9/25/21,30,9/28/21,2.47,10/2/21,30,10/5/21,8.25,10/9/21,0.53,10/12/21,0.53,9/5/21,0.72,9/8/21,0.82,9/12/21,2.56,9/15/21,30,9/19/21,29.13,9/22/21,0.56,9/26/21,30,9/29/21,0.68,10/3/21,0.75,10/6/21,10.47,10/10/21,30,10/13/21,0.63,9/4/21,9/7/21,15.09,22.90,7.81,9/24/21,9/28/21,15.070,19.813,4.7430,10/15/21,10/19/21,14.836,19.902,5.066,11/10/21,11/14/21,15.217,17.026,1.809
AP039,6/28/21,07:49,loud,quiet,5,4,7/25/21,70,sunny,eileens,rural,9/2/21,0.0571,57.1,M,TRUE,7/20/21,8/9/21,9/4/21,,9/4/21,n,y,10/18/21,n,,,40.748655,-96.816244,TRUE,TRUE,TRUE,TRUE,6,16,41,outside,17.9,blue wild rye,,9/4/21,9/7/21,14.6,19.8,5.2,9/4/21,1.22,9/7/21,0.34,9/11/21,0.53,9/14/21,0.79,9/18/21,4.29,9/21/21,30,9/25/21,21.94,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,0.94,9/8/21,1.47,9/12/21,0.91,9/15/21,2.5,9/19/21,3.41,9/22/21,30,9/26/21,30,9/29/21,0.88,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/4/21,9/7/21,14.60,19.80,5.20,9/24/21,9/28/21,14.737,18.386,3.6490,10/15/21,10/19/21,14.845,14.857,0.012,11/10/21,11/14/21,14.802,16.078,1.276
AP040,6/28/21,07:57,silent,silent,7,4,7/25/21,70,sunny,eileens,rural,9/2/21,0.0665,66.5,M,TRUE,7/5/21,7/20/21,8/12/21,9/1/21,9/1/21,n,n,,n,,,40.748655,-96.816244,TRUE,TRUE,TRUE,TRUE,10,8,15,outside,10.5,white clover,,9/4/21,9/7/21,15.29,21.67,6.38,9/4/21,8.79,9/7/21,0.34,9/11/21,1.97,9/14/21,8.94,9/18/21,1.06,9/21/21,2.66,9/25/21,9.6,9/28/21,0.62,10/2/21,0.59,10/5/21,12.84,10/9/21,21.13,10/12/21,11.03,9/5/21,0.56,9/8/21,2.59,9/12/21,1.28,9/15/21,1.53,9/19/21,30,9/22/21,1.18,9/26/21,30,9/29/21,30,10/3/21,18.57,10/6/21,1.56,10/10/21,19.13,10/13/21,0.85,9/4/21,9/7/21,15.29,21.67,6.38,9/24/21,9/28/21,14.996,18.156,3.1600,10/15/21,10/19/21,15.244,19.175,3.931,11/10/21,11/14/21,15.268,16.371,1.103
AP041,6/30/21,09:05,quiet,quiet,16,9,7/25/21,77,sunny,campus,city,9/2/21,0.1156,115.6,F,FALSE,7/11/21,8/9/21,9/1/21,,9/1/21,n,n,,n,,,40.818309,-96.699815,TRUE,TRUE,TRUE,TRUE,2,8,28,outside,13.5,wintercreeper,,9/5/21,9/8/21,14.92,18.06,3.14,9/5/21,2.18,9/8/21,0.78,9/12/21,0.66,9/15/21,0.62,9/19/21,0.59,9/22/21,0.47,9/26/21,0.56,9/29/21,1.59,10/4/21,0.47,10/6/21,0.91,10/10/21,2.43,10/13/21,1,9/6/21,6.63,9/9/21,7.85,9/13/21,28.97,9/16/21,0.69,9/20/21,9.59,9/23/21,8.37,9/27/21,3.19,9/30/21,21.87,10/3/21,1.78,10/7/21,4.78,10/11/21,3.65,10/14/21,1.66,9/5/21,9/8/21,14.92,18.06,3.14,9/24/21,9/28/21,15.088,19.473,4.3850,10/15/21,10/20/21,15.219,24.552,9.333,11/10/21,11/14/21,15.497,16.689,1.192
AP042,6/30/21,09:12,loud,loud,18,4,7/25/21,78,sunny,campus,city,9/2/21,0.0824,82.4,M,TRUE,7/23/21,8/23/21,,,8/23/21,n,n,,n,,,40.818309,-96.699815,TRUE,TRUE,TRUE,TRUE,2,10,26,outside,40.9,wintercreeper,,9/5/21,9/8/21,15.43,21.02,5.59,9/5/21,3.75,9/8/21,0.53,9/12/21,0.59,9/15/21,0.81,9/19/21,2.81,9/22/21,2.78,9/26/21,30,9/29/21,2.04,10/4/21,2.03,10/6/21,30,10/10/21,1.59,10/13/21,19.15,9/6/21,19.58,9/9/21,12.97,9/13/21,8.34,9/16/21,30,9/20/21,30,9/23/21,30,9/27/21,27.94,9/30/21,15,10/3/21,5.5,10/7/21,1.13,10/11/21,2.03,10/14/21,0.65,9/5/21,9/8/21,15.43,21.02,5.59,9/24/21,9/29/21,14.960,18.404,3.4440,10/15/21,10/20/21,14.958,20.233,5.275,11/10/21,11/14/21,15.063,16.594,1.531
AP043,6/30/21,09:19,quiet,quiet,19,7,7/25/21,78,sunny,campus,city,9/2/21,0.1273,127.3,F,FALSE,7/11/21,8/16/21,,,8/16/21,n,n,,n,,,40.818309,-96.699815,TRUE,TRUE,TRUE,TRUE,12,7,16,outside,16.5,wintercreeper,,9/5/21,9/8/21,15.13,18.99,3.86,9/5/21,2.91,9/8/21,0.84,9/12/21,1.34,9/15/21,3.35,9/19/21,0.78,9/22/21,1.94,9/26/21,0.97,9/29/21,0.57,10/4/21,2.22,10/6/21,17.31,10/10/21,11.22,10/13/21,4.72,9/6/21,2.85,9/9/21,1.09,9/13/21,3,9/16/21,2.66,9/20/21,1.66,9/23/21,2,9/27/21,5.78,9/30/21,2,10/3/21,2.19,10/7/21,8.38,10/11/21,3.19,10/14/21,1.1,9/5/21,9/8/21,15.13,18.99,3.86,9/24/21,9/29/21,15.425,18.201,2.7760,10/15/21,10/20/21,14.724,19.928,5.204,11/10/21,11/14/21,15.250,16.319,1.069
AP044,6/30/21,09:28,loud,loud,22,5,7/25/21,78,sunny,campus,city,9/2/21,0.0719,71.9,M,TRUE,7/5/21,8/6/21,8/28/21,,8/28/21,n,n,,n,,,40.818309,-96.699815,TRUE,TRUE,TRUE,TRUE,6,36,182,outside,14.3,English yew,,9/5/21,9/8/21,14.84,21,6.16,9/5/21,0.35,9/8/21,0.28,9/12/21,21.94,9/15/21,30,9/19/21,30,9/22/21,0.72,9/26/21,23.97,9/29/21,30,10/3/21,30,10/6/21,1.04,10/10/21,30,10/13/21,30,9/6/21,30,9/9/21,17.78,9/13/21,9.03,9/16/21,4.85,9/20/21,1.16,9/23/21,1.27,9/27/21,30,9/30/21,0.91,10/4/21,30,10/7/21,0.81,10/11/21,0.75,10/14/21,0.66,9/5/21,9/8/21,14.84,21.00,6.16,9/24/21,9/29/21,15.232,19.282,4.0500,10/15/21,10/20/21,14.738,18.149,3.411,11/10/21,11/14/21,15.833,17.076,1.243
AP045,6/30/21,09:38,silent,silent,24,3,7/25/21,79,sunny,campus,city,9/2/21,0.0695,69.5,M,TRUE,8/12/21,9/5/21,,,9/5/21,n,n,,n,,,40.817961,-96.699051,TRUE,TRUE,TRUE,TRUE,3,69,75,outside,30.1,Norway spruce,,9/5/21,9/8/21,14.93,17.54,2.61,9/5/21,21.34,9/8/21,0.31,9/12/21,0.62,9/15/21,1.16,9/19/21,2,9/22/21,0.53,9/26/21,0.78,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,16.31,10/13/21,30,9/6/21,0.81,9/9/21,2.09,9/13/21,1.88,9/16/21,17.72,9/20/21,6.6,9/23/21,17,9/27/21,3.43,9/30/21,30,10/4/21,1.62,10/7/21,0.78,10/11/21,30,10/14/21,30,9/5/21,9/8/21,14.93,17.54,2.61,9/24/21,9/29/21,14.706,17.796,3.0900,10/15/21,10/20/21,15.008,18.723,3.715,11/10/21,11/14/21,15.582,17.877,2.295
AP046,6/30/21,09:41,loud,loud,25,6,7/25/21,79,sunny,campus,city,9/2/21,0.0704,70.4,F,FALSE,7/15/21,8/9/21,9/6/21,,9/6/21,n,n,,n,,,40.817961,-96.699051,TRUE,TRUE,TRUE,TRUE,2,61,75,outside,9.5,Norway spruce,,9/5/21,9/8/21,15.07,18.97,3.9,9/5/21,0.78,9/8/21,0.53,9/12/21,0.5,9/15/21,0.63,9/19/21,0.79,9/22/21,0.78,9/26/21,0.47,9/29/21,0.32,10/3/21,0.4,10/6/21,0.57,10/10/21,0.75,10/13/21,0.69,9/6/21,30,9/9/21,1.06,9/13/21,1.68,9/16/21,5.84,9/20/21,1.04,9/23/21,0.53,9/27/21,30,9/30/21,0.91,10/4/21,0.75,10/7/21,30,10/11/21,2.1,10/14/21,0.75,9/5/21,9/8/21,15.07,18.97,3.90,9/24/21,9/29/21,15.233,19.594,4.3610,10/15/21,10/20/21,14.766,22.587,7.821,11/10/21,11/14/21,14.844,16.080,1.236
AP047,6/30/21,09:47,silent,silent,2,3,7/25/21,79,sunny,campus,city,9/2/21,,,M,TRUE,7/15/21,8/9/21,9/4/21,,9/4/21,n,y,10/12/21,n,,,40.817961,-96.699051,TRUE,TRUE,TRUE,TRUE,9,29,75,outside,21.8,Norway spruce,,9/4/21,9/7/21,15.19,19.04,3.85,9/4/21,30,9/7/21,0.97,9/11/21,14.9,9/14/21,3.16,9/18/21,30,9/21/21,1.54,9/25/21,3.66,9/28/21,22.97,10/2/21,1.56,10/5/21,7.88,10/9/21,1.4,10/12/21,,9/5/21,1.09,9/8/21,1.1,9/12/21,14.16,9/15/21,0.65,9/19/21,10.06,9/22/21,9.28,9/26/21,30,9/29/21,22.22,10/3/21,15.06,10/6/21,12.25,10/10/21,30,10/13/21,,9/4/21,9/7/21,15.19,19.04,3.85,9/24/21,9/28/21,14.909,18.355,3.4460,10/15/21,10/19/21,15.305,17.454,2.149,11/10/21,11/14/21,15.018,16.200,1.182
AP048,6/30/21,09:57,,,,,,80,sunny,campus,city,9/2/21,0.1144,114.4,F,FALSE,7/5/21,8/16/21,,,8/16/21,y,n,,n,,,40.817961,-96.699051,TRUE,TRUE,TRUE,TRUE,1,33,36,outside,35.6,Racene catnip,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.0000,,,,,0.000,,,,,0.000
AP049,6/30/21,10:05,quiet,quiet,5,7,7/25/21,80,sunny,campus,city,9/2/21,,,M,TRUE,7/8/21,8/9/21,8/31/21,,8/31/21,n,y,10/9/21,n,,,40.817961,-96.699051,TRUE,TRUE,TRUE,TRUE,3,93,49,outside,25.6,English yew,,9/4/21,9/7/21,15.02,22.14,7.12,9/4/21,0.41,9/7/21,0.97,9/11/21,1.25,9/14/21,0.63,9/18/21,30,9/21/21,30,9/25/21,30,9/28/21,2.19,10/2/21,30,10/5/21,30,10/9/21,,10/12/21,,9/5/21,0.94,9/8/21,2.53,9/12/21,1.63,9/15/21,24.41,9/19/21,30,9/22/21,30,9/26/21,30,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,,10/13/21,,9/4/21,9/7/21,15.02,22.14,7.12,9/24/21,9/28/21,14.850,18.598,3.7480,10/15/21,10/19/21,14.689,15.632,0.943,11/10/21,11/14/21,15.759,17.063,1.304
AP050,6/30/21,10:15,loud,loud,4,5,7/22/21,80,sunny,campus,city,9/2/21,0.0961,96.1,M,TRUE,8/12/21,9/5/21,,,9/5/21,n,n,,n,,,40.817959,-96.698635,TRUE,TRUE,TRUE,TRUE,9,77,85,outside,50.5,Old-fashioned weigela,,9/4/21,9/7/21,14.99,17.2,2.21,9/4/21,8.69,9/7/21,4.03,9/11/21,0.44,9/14/21,2.28,9/18/21,1.25,9/21/21,2.94,9/25/21,0.69,9/28/21,0.6,10/2/21,2.12,10/5/21,4.78,10/9/21,30,10/12/21,30,9/5/21,30,9/8/21,0.81,9/12/21,0.65,9/15/21,7.68,9/19/21,30,9/22/21,26.43,9/26/21,26.25,9/29/21,24.56,10/3/21,24.78,10/6/21,30,10/10/21,1.72,10/13/21,10.09,9/4/21,9/7/21,14.99,17.20,2.21,9/24/21,9/28/21,14.541,16.928,2.3870,10/15/21,10/19/21,14.928,16.577,1.649,11/10/21,11/14/21,15.060,15.958,0.898
AP051,6/30/21,10:17,quiet,loud,9,4,7/25/21,80,sunny,campus,city,9/2/21,0.0844,84.4,F,FALSE,7/20/21,8/23/21,,,8/23/21,y,n,,n,,,40.817959,-96.698635,TRUE,TRUE,TRUE,TRUE,1,22,85,outside,13.6,Old-fashioned weigela,,9/4/21,9/7/21,14.84,19.48,4.64,9/4/21,30,9/7/21,0.68,9/11/21,30,9/14/21,3.21,9/18/21,5.96,9/21/21,3.72,9/25/21,30,9/28/21,2.34,10/2/21,0.47,10/5/21,14.72,10/9/21,0.38,10/12/21,30,9/5/21,2.97,9/8/21,1.22,9/12/21,18.37,9/15/21,10.44,9/19/21,19.09,9/22/21,30,9/26/21,0.78,9/29/21,6.1,10/3/21,4.31,10/6/21,0.44,10/10/21,1.5,10/13/21,0.78,9/4/21,9/7/21,14.84,19.48,4.64,9/24/21,9/28/21,14.745,18.615,3.8700,10/15/21,10/19/21,14.933,28.469,13.536,11/10/21,11/14/21,15.140,16.041,0.901
AP052,6/30/21,10:24,loud,loud,11,7,7/25/21,81,sunny,campus,city,9/2/21,0.0972,97.2,F,FALSE,8/9/21,9/7/21,,,9/7/21,n,n,,n,,,40.817959,-96.698635,TRUE,TRUE,TRUE,TRUE,4,50,70,outside,44.8,Common boxwood,,9/4/21,9/7/21,14.89,20,5.11,9/4/21,1.18,9/7/21,17.28,9/11/21,2.31,9/14/21,0.69,9/18/21,0.71,9/21/21,0.44,9/25/21,0.4,9/28/21,0.56,10/2/21,0.53,10/5/21,0.65,10/9/21,0.37,10/12/21,0.72,9/5/21,0.87,9/8/21,1.6,9/12/21,2.03,9/15/21,0.94,9/19/21,0.94,9/22/21,0.69,9/26/21,0.56,9/29/21,0.81,10/3/21,1.03,10/6/21,1.29,10/10/21,0.59,10/13/21,8.78,9/4/21,9/7/21,14.89,20.00,5.11,9/24/21,9/28/21,14.595,19.753,5.1580,10/15/21,10/19/21,15.222,21.505,6.283,11/10/21,11/14/21,15.164,17.343,2.179
AP053,6/30/21,10:28,,,,,,81,sunny,campus,city,9/2/21,0.1111,111.1,F,FALSE,7/5/21,8/16/21,,,8/16/21,y,n,,y,10/17/21,,40.817959,-96.698635,TRUE,TRUE,TRUE,TRUE,1,46,70,outside,53.7,Common boxwood,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.0000,,,,,0.000,,,,,0.000
AP054,6/30/21,10:39,silent,silent,28,4,7/25/21,81,sunny,campus,city,9/2/21,0.0577,57.7,F,FALSE,7/20/21,8/19/21,,,8/19/21,n,n,,y,10/17/21,,40.817959,-96.698635,TRUE,TRUE,TRUE,TRUE,4,8,19,outside,15.5,Moss phlox,,9/5/21,9/8/21,14.66,17.89,3.23,9/5/21,1.16,9/8/21,0.75,9/12/21,0.44,9/15/21,0.53,9/19/21,1.38,9/22/21,0.59,9/26/21,0.47,9/29/21,30,10/3/21,3.63,10/6/21,30,10/10/21,0.37,10/13/21,0.63,9/6/21,0.66,9/9/21,1.25,9/13/21,6.78,9/16/21,1,9/20/21,3.63,9/23/21,8.69,9/27/21,13.31,9/30/21,3.94,10/4/21,9.03,10/7/21,30,10/11/21,0.84,10/14/21,0.72,9/5/21,9/8/21,14.66,17.89,3.23,9/24/21,9/29/21,15.070,20.212,5.1420,10/15/21,10/20/21,15.209,19.153,3.944,11/10/21,11/14/21,15.267,16.015,0.748
